1,317
1,370
1,896
2,676
3,533
4,185
4,372
4,551
5,956
6,10
6,62
6,554
6,613
6,692
6,926
7,46
7,219
7,571
7,763
8,297
9,307
10,6
10,388
10,868
11,54
11,238
11,479
12,121
12,674
13,352
13,557
13,576
14,512
15,977
16,288
16,709
17,39
17,137
18,61
18,752
19,132
20,854
21,650
22,541
22,542
23,385
23,416
24,90
25,523
26,427
26,946
27,88
27,620
27,935
28,593
29,161
29,579
30,741
31,300
31,566
31,699
32,517
32,803
32,903
33,400
33,416
34,313
34,627
35,61
36,146
36,451
36,794
37,779
38,894
39,17
39,455
40,225
40,233
41,727
41,906
42,779
42,838
43,739
43,871
44,283
45,398
45,537
46,7
46,91
46,411
46,895
47,64
47,677
48,875
49,282
49,770
50,417
50,436
51,92
51,724
52,423
53,78
53,169
53,291
53,940
54,11
54,193
54,593
55,138
56,541
57,547
57,949
58,986
59,639
60,694
61,18
61,35
62,6
62,176
63,787
64,47
64,438
64,513
64,886
65,313
65,975
66,287
66,826
67,122
67,960
68,632
68,928
69,176
69,448
69,496
70,327
70,563
70,716
70,777
70,923
71,199
72,222
73,275
73,345
74,248
74,698
74,822
75,936
76,92
77,509
77,522
77,741
77,746
77,959
78,53
78,498
79,815
79,964
80,573
80,879
81,325
82,845
83,663
84,446
85,323
86,704
87,229
87,654
87,817
87,952
88,27
88,495
88,716
89,272
89,277
90,24
90,669
90,984
91,46
91,347
92,51
92,76
92,884
93,410
93,800
94,108
94,767
95,422
95,631
96,884
97,228
97,721
97,807
97,832
98,380
98,428
98,769
99,639
99,743
99,950
100,214
100,306
100,322
100,688
100,742
100,752
101,115
102,367
102,789
103,809
104,316
104,644
105,555
106,469
106,503
107,856
108,94
108,140
108,176
108,180
109,200
109,353
109,365
109,416
109,852
110,219
110,241
110,301
110,531
111,125
111,175
111,279
111,391
112,741
113,609
113,694
113,722
113,990
114,504
114,571
115,101
115,609
115,748
115,810
115,927
116,261
117,861
118,387
118,919
119,151
119,261
120,256
120,458
120,716
120,920
121,12
121,743
121,839
122,67
122,272
122,380
123,163
124,435
125,111
125,377
125,933
126,553
126,759
127,889
128,632
129,199
129,257
129,433
130,994
131,145
131,147
131,176
131,483
131,571
131,987
132,19
132,287
132,635
133,357
134,577
135,187
135,645
135,797
136,455
136,597
137,17
137,191
137,236
137,252
137,323
137,641
137,686
137,702
138,55
138,262
138,281
138,603
138,935
139,470
139,850
139,914
140,108
141,447
141,457
141,824
142,330
142,983
143,297
144,392
144,947
145,131
145,650
145,831
146,36
147,131
147,487
147,610
148,547
148,858
149,212
149,800
150,330
151,119
151,524
151,621
152,272
152,527
152,540
152,685
152,716
152,943
153,169
153,970
154,201
154,972
155,673
156,582
157,639
157,781
158,208
158,480
158,923
159,346
159,866
160,512
160,652
161,29
161,655
162,327
162,399
162,656
162,986
163,123
163,215
163,514
164,856
165,412
166,391
167,596
168,927
169,53
169,153
170,612
171,174
171,874
172,291
172,630
173,670
174,171
174,646
175,111
176,62
176,69
176,108
176,131
176,684
176,819
177,328
177,397
177,503
177,801
177,875
178,240
178,333
178,489
178,903
179,380
179,564
179,735
179,910
179,1000
180,108
180,302
180,647
181,945
182,331
182,355
182,884
182,913
183,212
184,426
184,555
184,626
184,633
184,649
185,4
186,770
187,135
188,229
189,276
190,291
191,137
192,736
192,794
193,54
194,727
195,824
196,756
197,930
198,578
198,590
198,768
199,71
199,129
199,292
199,416
199,502
199,519
200,109
201,154
201,843
201,867
202,244
203,246
203,795
204,614
205,243
205,905
205,955
205,970
206,323
207,530
208,158
209,697
210,314
210,441
210,659
211,459
211,725
212,149
212,183
212,246
212,517
213,602
214,100
214,779
214,793
214,891
215,163
215,689
215,882
216,688
217,773
218,700
219,7
219,110
219,227
219,315
219,454
219,707
220,257
220,497
221,756
221,784
222,72
222,390
223,344
223,798
224,974
225,40
225,387
225,632
225,863
225,876
226,621
227,219
228,97
228,402
228,512
228,617
229,87
229,188
229,568
229,869
230,458
231,525
231,628
232,283
232,598
232,609
232,956
233,40
233,757
233,898
234,602
235,378
235,501
235,709
235,718
235,789
236,137
236,963
237,464
238,11
239,903
240,178
240,736
241,110
242,265
242,755
242,814
243,205
243,296
243,462
243,750
243,947
244,202
244,602
244,797
245,625
245,627
245,792
246,203
246,212
246,609
247,331
248,74
248,318
248,484
248,800
249,346
250,445
251,533
252,137
252,633
253,373
253,381
253,749
253,764
253,989
254,847
255,531
256,120
257,129
257,220
258,758
259,268
259,603
260,586
260,800
261,116
261,119
261,544
261,549
261,616
261,922
262,138
263,754
264,338
264,399
265,242
266,532
266,534
266,691
266,870
267,797
268,259
269,597
270,384
271,373
272,89
272,122
272,152
273,948
274,633
274,762
274,886
275,73
275,327
275,474
276,189
276,318
276,979
277,89
277,751
278,295
278,379
278,396
279,111
279,925
280,399
281,138
281,348
282,49
282,778
283,44
283,232
284,569
285,568
286,503
286,766
287,66
287,132
287,636
288,16
288,558
289,503
290,451
291,53
291,172
291,190
292,199
292,448
292,966
292,977
293,864
294,390
294,577
294,969
295,278
295,394
295,509
296,243
296,774
297,8
297,143
297,544
297,732
298,794
299,871
300,31
301,110
301,449
302,180
302,846
303,488
304,485
305,818
306,100
307,9
307,473
307,499
307,699
307,888
308,590
309,855
310,577
310,830
310,999
311,734
311,771
312,538
313,34
313,65
314,210
315,219
315,698
316,104
316,342
316,407
316,510
317,1
318,248
318,276
318,526
319,946
320,342
320,985
321,510
322,100
322,388
322,459
322,636
322,820
323,85
323,137
323,206
323,418
323,443
324,838
325,81
325,706
325,903
326,409
326,622
326,787
327,70
327,162
327,275
327,341
327,384
327,403
327,571
327,946
328,177
328,909
329,869
330,142
330,150
330,422
330,466
330,771
330,887
331,182
331,247
332,669
333,178
333,699
334,756
334,975
335,503
336,783
337,343
337,591
337,697
337,803
337,995
338,264
339,812
340,355
340,827
341,327
342,316
342,320
342,582
342,613
343,337
344,223
345,73
346,159
346,249
346,355
346,375
346,458
347,91
348,281
348,361
348,432
349,428
350,558
351,508
351,845
352,13
353,109
353,393
353,673
353,821
354,773
354,874
355,182
355,340
355,346
355,512
355,566
356,974
357,133
357,646
358,898
359,918
360,502
361,348
361,428
362,754
363,531
364,652
365,109
365,496
366,740
367,102
367,637
368,792
368,918
368,950
369,869
369,918
370,1
370,427
370,477
371,433
372,4
372,612
372,884
373,253
373,271
374,790
375,346
375,825
376,584
376,648
377,125
378,235
379,278
380,98
380,122
380,179
380,416
380,512
380,549
380,692
381,253
382,609
383,425
383,695
384,270
384,327
384,493
384,606
384,874
385,23
385,475
385,778
386,998
387,118
387,225
387,668
387,847
388,10
388,322
388,818
389,525
389,882
390,222
390,294
391,111
391,166
391,399
391,624
391,908
392,144
393,353
393,530
394,295
394,918
395,484
395,895
396,278
396,459
397,177
398,45
398,994
399,162
399,264
399,280
399,391
399,512
399,548
399,593
399,636
399,882
400,33
401,473
401,849
402,228
402,425
402,426
403,327
403,494
403,742
404,580
405,720
406,980
407,316
407,581
408,549
408,660
409,326
409,595
409,680
409,714
409,718
410,93
411,46
411,644
411,973
412,165
412,771
413,692
414,754
414,982
415,895
416,23
416,33
416,109
416,199
416,380
416,444
416,523
416,911
417,50
417,823
417,993
418,323
418,802
419,422
419,561
419,817
419,856
419,907
420,753
421,577
422,95
422,330
422,419
422,679
422,790
422,976
423,52
423,611
423,860
424,887
425,383
425,402
425,753
426,184
426,402
427,26
427,370
427,457
427,595
427,638
428,98
428,349
428,361
428,630
428,696
428,806
429,747
429,980
430,491
430,892
431,756
432,348
433,129
433,371
433,805
434,450
434,717
434,938
435,124
435,710
435,737
436,50
437,662
437,911
438,64
439,823
440,718
440,793
441,210
441,800
442,754
443,323
443,969
444,416
445,250
445,688
446,84
446,684
446,855
446,877
447,141
448,69
448,292
448,969
449,301
450,434
450,998
451,36
451,290
452,458
453,739
453,784
454,219
455,39
455,136
455,927
456,571
456,683
456,932
457,141
457,427
457,630
458,120
458,230
458,346
458,452
458,583
458,897
459,211
459,322
459,396
459,971
460,537
461,800
462,243
462,633
462,814
463,805
464,237
464,743
465,935
466,330
466,564
466,615
466,808
467,620
467,765
467,840
468,726
469,106
470,139
471,499
472,789
473,307
473,401
473,549
473,800
473,996
474,275
474,651
474,772
475,385
475,571
476,725
477,370
478,561
479,11
480,158
480,601
480,971
481,779
482,584
483,131
483,885
484,248
484,395
485,304
485,740
486,536
487,147
487,661
487,937
488,303
488,492
488,896
488,998
489,178
489,491
490,821
491,430
491,489
492,488
493,384
494,403
494,710
495,88
496,69
496,365
497,220
497,719
497,895
498,78
499,307
499,471
499,513
499,570
499,740
499,758
499,809
500,930
501,235
501,702
502,199
502,360
502,729
503,106
503,177
503,286
503,289
503,335
503,896
504,114
504,558
504,705
504,895
504,912
505,641
506,912
507,937
508,351
508,759
509,77
509,295
509,981
510,316
510,321
511,857
511,949
512,14
512,160
512,228
512,355
512,380
512,399
512,576
512,774
513,64
513,499
514,163
515,603
515,766
515,939
516,589
517,32
517,212
518,520
518,630
518,828
519,199
520,518
520,582
521,755
522,77
523,25
523,416
523,618
524,151
525,231
525,389
525,850
526,318
527,152
528,634
528,655
529,886
530,207
530,393
531,110
531,255
531,363
531,543
531,569
531,706
531,854
532,266
533,3
533,251
533,673
534,266
534,615
535,697
535,724
536,486
536,871
536,968
537,45
537,460
537,704
537,886
538,312
538,561
539,828
540,152
540,813
540,925
541,22
541,56
541,569
542,22
543,531
544,261
544,297
545,926
546,767
547,57
547,148
547,549
547,856
548,399
549,261
549,380
549,408
549,473
549,547
549,682
549,731
549,770
549,863
549,902
550,665
550,832
551,4
552,938
553,126
554,6
554,567
555,105
555,184
555,727
555,748
556,668
557,13
558,288
558,350
558,504
558,651
558,976
559,927
560,605
560,621
560,787
561,419
561,478
561,538
561,771
562,590
563,70
563,904
564,179
564,466
565,699
566,31
566,355
567,554
567,573
567,848
568,229
568,285
568,701
569,284
569,531
569,541
569,855
570,499
570,663
571,7
571,114
571,131
571,327
571,456
571,475
571,579
572,998
573,80
573,567
573,812
573,940
573,964
574,593
575,780
576,13
576,512
576,697
576,703
576,865
576,961
577,134
577,294
577,310
577,421
578,198
579,29
579,571
579,588
579,833
580,404
580,923
581,407
582,156
582,342
582,520
583,458
584,376
584,482
584,595
585,892
586,260
587,876
588,579
589,516
589,692
590,198
590,308
590,562
590,670
590,817
590,837
591,337
592,820
592,938
593,28
593,54
593,399
593,574
594,788
595,409
595,427
595,584
595,843
596,167
596,913
597,136
597,269
598,232
599,720
599,785
600,823
601,480
601,683
602,213
602,234
602,244
602,664
602,969
603,138
603,259
603,515
603,967
604,651
605,560
606,384
607,636
608,675
609,113
609,115
609,232
609,246
609,382
609,731
610,147
610,673
611,423
611,806
612,170
612,372
613,6
613,342
613,784
614,204
614,807
615,466
615,534
616,261
616,951
617,228
618,523
619,955
620,27
620,467
620,715
621,151
621,226
621,560
622,326
623,629
623,749
624,391
625,245
626,184
626,924
627,34
627,245
627,925
628,231
629,623
630,172
630,428
630,457
630,518
630,794
631,95
631,931
632,68
632,128
632,225
633,184
633,252
633,274
633,462
633,676
633,856
634,528
635,132
636,287
636,322
636,399
636,607
636,850
637,367
637,743
638,427
639,59
639,99
639,157
640,795
641,137
641,505
642,699
642,983
643,811
644,104
644,411
644,775
645,135
646,174
646,357
647,180
648,376
648,795
649,184
650,21
650,145
651,474
651,558
651,604
651,945
652,160
652,364
653,912
654,87
655,161
655,528
655,829
656,162
657,748
658,990
659,210
659,890
660,408
661,487
662,437
663,83
663,570
664,602
664,687
665,550
665,673
666,728
666,894
667,832
668,387
668,556
669,90
669,332
669,758
670,173
670,590
671,926
672,835
673,155
673,353
673,533
673,610
673,665
673,754
673,869
674,12
675,608
675,829
676,2
676,633
677,47
678,863
679,422
680,409
681,828
682,549
682,916
683,456
683,601
683,792
683,962
684,176
684,446
684,842
685,152
686,137
687,664
687,759
688,100
688,216
688,445
688,991
689,215
690,957
690,986
691,266
691,745
691,988
692,6
692,380
692,413
692,589
693,740
694,60
694,113
694,872
695,383
695,744
695,941
696,428
697,209
697,337
697,535
697,576
698,74
698,315
698,878
699,31
699,307
699,333
699,565
699,642
700,218
700,927
701,568
702,137
702,501
703,576
703,861
704,86
704,537
704,965
705,504
706,325
706,531
707,219
707,796
708,716
709,16
709,235
710,435
710,494
710,757
710,929
711,839
711,915
712,978
713,954
714,409
715,620
715,751
715,814
716,70
716,88
716,120
716,152
716,708
716,834
716,862
717,434
717,826
718,235
718,409
718,440
718,760
718,914
719,497
720,405
720,599
720,986
721,97
722,113
723,924
724,51
724,535
725,211
725,476
725,997
726,468
726,935
727,41
727,194
727,555
727,901
728,666
728,804
729,502
730,880
731,549
731,609
731,754
731,898
732,297
733,906
734,311
734,757
735,179
736,192
736,240
736,889
737,435
737,914
738,768
738,790
739,43
739,453
740,366
740,485
740,499
740,693
741,30
741,77
741,112
741,778
741,843
741,996
742,100
742,403
742,794
742,873
742,974
743,99
743,121
743,464
743,637
743,752
743,844
743,940
744,695
745,691
746,77
746,841
747,429
748,115
748,555
748,657
749,253
749,623
750,243
750,754
751,277
751,715
752,18
752,100
752,743
753,420
753,425
754,263
754,362
754,414
754,442
754,673
754,731
754,750
755,242
755,521
755,941
756,196
756,221
756,334
756,431
757,233
757,710
757,734
758,258
758,499
758,669
759,126
759,508
759,687
759,790
759,791
759,829
759,986
760,718
761,880
761,924
762,274
763,7
764,253
764,869
765,467
766,286
766,515
767,94
767,546
767,899
767,940
768,198
768,738
768,786
769,98
770,49
770,186
770,549
771,311
771,330
771,412
771,561
772,474
773,217
773,354
773,856
774,296
774,512
775,644
775,977
776,818
777,70
778,282
778,385
778,741
779,37
779,42
779,214
779,481
780,575
780,823
781,157
782,983
783,336
783,917
783,922
784,221
784,453
784,613
785,599
786,768
787,63
787,326
787,560
787,978
788,594
788,949
789,102
789,235
789,472
790,374
790,422
790,738
790,759
791,759
792,245
792,368
792,683
793,214
793,440
794,36
794,192
794,298
794,630
794,742
795,203
795,640
795,648
795,873
796,707
797,135
797,244
797,267
798,223
798,817
799,810
800,93
800,149
800,248
800,260
800,441
800,461
800,473
801,177
802,418
803,32
803,337
804,728
805,433
805,463
805,883
806,428
806,611
807,97
807,614
808,466
809,103
809,499
809,864
810,115
810,799
811,643
811,828
811,842
811,925
812,339
812,573
812,935
812,992
813,540
814,242
814,462
814,715
815,79
816,927
817,87
817,419
817,590
817,798
817,896
817,944
818,305
818,388
818,776
819,176
820,322
820,592
